week,post_date,platform,genre,issue_no,title,url,views_48h,views_total,completion_rate,avg_watch_sec,saves,shares,comments,likes,profile_visits,follows_gained,hypothesis,result_note
2026-W33,2026-08-10,youtube_shorts,heisei,,平成14年度、学校の土曜日が消えた話 #Shorts,https://www.youtube.com/shorts/gkW7xDfGs6c,,1328,,,,,1,7,,,,
2026-W33,2026-08-10,youtube_shorts,meme,,かんじとかたかなきんしスレ、罰ゲームで全員男の娘化 #Shorts,https://www.youtube.com/shorts/_sT69ym83Fc,,31,,,,,0,1,,,,
2026-W33,2026-08-10,youtube_shorts,showa,,1958年8月25日、世界初の袋麺が生まれた夜 #Shorts,https://www.youtube.com/shorts/7EjAoI3Sj54,,1813,,,,,0,8,,,,
2026-W33,2026-08-10,youtube_shorts,heisei,,1999年に世界が終わると信じていた平成の教室 #Shorts,https://www.youtube.com/shorts/EsyaGt-cfaQ,,1461,,,,,1,8,,,,
2026-W33,2026-08-10,youtube_shorts,meme,,後輩に舐められる舗装職人、なぜか工法で解決される #Shorts,https://www.youtube.com/shorts/czKA6dhHL1g,,1232,,,,,0,0,,,,
2026-W33,2026-08-10,youtube_shorts,showa,,土光敏夫のメザシ晩飯｜1982年NHK放送の衝撃 #Shorts,https://www.youtube.com/shorts/1lJXMU1jTLs,,1795,,,,,0,12,,,,
2026-W33,2026-08-11,youtube_shorts,heisei,,地上アナログ停波が2回あった件（2011と2012） #Shorts,https://www.youtube.com/shorts/0yI9ehRx0fs,,1208,,,,,0,2,,,,
2026-W33,2026-08-11,youtube_shorts,showa,,1976年、個人宅の荷物に賭けた社長と現場の一日 #Shorts,https://www.youtube.com/shorts/mc3fUyMfysc,,1418,,,,,0,4,,,,
2026-W33,2026-08-11,youtube_shorts,meme,,JC質問スレ、気づいたら性癖語りに乗っ取られる #Shorts,https://www.youtube.com/shorts/dhWBXvgi7-A,,1985,,,,,0,7,,,,
2026-W33,2026-08-11,youtube_shorts,meme,,22で結婚して後悔スレ、嫁スペック晒して惚気とバレる #Shorts,https://www.youtube.com/shorts/5cfF2PTmZvw,,1263,,,,,0,4,,,,
2026-W33,2026-08-11,youtube_shorts,showa,,松下幸之助 解雇名簿60人「一人も解雇せん」 #Shorts,https://www.youtube.com/shorts/cJyRagfV-ho,,1410,,,,,0,5,,,,
